Code,Year,Covered by tax instrument in at least one sector
SYR,1997,No carbon tax
SYR,1998,No carbon tax
SYR,1999,No carbon tax
SYR,2000,No carbon tax
SYR,2001,No carbon tax
SYR,2002,No carbon tax
SYR,2003,No carbon tax
SYR,2004,No carbon tax
SYR,2005,No carbon tax
SYR,2006,No carbon tax
SYR,2007,No carbon tax
SYR,2008,No carbon tax
SYR,2009,No carbon tax
SYR,2010,No carbon tax
SYR,2011,No carbon tax
SYR,2012,No carbon tax
SYR,2013,No carbon tax
SYR,2014,No carbon tax
SYR,2015,No carbon tax
SYR,2016,No carbon tax
SYR,2017,No carbon tax
SYR,2018,No carbon tax
SYR,2019,No carbon tax
SYR,2020,No carbon tax
SYR,2021,No carbon tax
SYR,2022,No carbon tax
TWN,1989,No carbon tax
TWN,1990,No carbon tax
TWN,1991,No carbon tax
TWN,1992,No carbon tax
TWN,1993,No carbon tax
TWN,1994,No carbon tax
TWN,1995,No carbon tax
TWN,1996,No carbon tax
TWN,1997,No carbon tax
TWN,1998,No carbon tax
TWN,1999,No carbon tax
TWN,2000,No carbon tax
TWN,2001,No carbon tax
TWN,2002,No carbon tax
TWN,2003,No carbon tax
TWN,2004,No carbon tax
TWN,2005,No carbon tax
TWN,2006,No carbon tax
TWN,2007,No carbon tax
TWN,2008,No carbon tax
TWN,2009,No carbon tax
TWN,2010,No carbon tax
TWN,2011,No carbon tax
TWN,2012,No carbon tax
TWN,2013,No carbon tax
TWN,2014,No carbon tax
TWN,2015,No carbon tax
TWN,2016,No carbon tax
TWN,2017,No carbon tax
TWN,2018,No carbon tax
TWN,2019,No carbon tax
TWN,2020,No carbon tax
TWN,2021,No carbon tax
TWN,2022,No carbon tax
TJK,1989,No carbon tax
TJK,1990,No carbon tax
TJK,1991,No carbon tax
TJK,1992,No carbon tax
TJK,1993,No carbon tax
TJK,1994,No carbon tax
TJK,1995,No carbon tax
TJK,1996,No carbon tax
TJK,1997,No carbon tax
TJK,1998,No carbon tax
TJK,1999,No carbon tax
TJK,2000,No carbon tax
TJK,2001,No carbon tax
TJK,2002,No carbon tax
TJK,2003,No carbon tax
TJK,2004,No carbon tax
TJK,2005,No carbon tax
TJK,2006,No carbon tax
TJK,2007,No carbon tax
TJK,2008,No carbon tax
TJK,2009,No carbon tax
TJK,2010,No carbon tax
TJK,2011,No carbon tax
TJK,2012,No carbon tax
TJK,2013,No carbon tax
TJK,2014,No carbon tax
TJK,2015,No carbon tax
TJK,2016,No carbon tax
TJK,2017,No carbon tax
TJK,2018,No carbon tax
TJK,2019,No carbon tax
TJK,2020,No carbon tax
TJK,2021,No carbon tax
TJK,2022,No carbon tax
TZA,1989,No carbon tax
TZA,1990,No carbon tax
TZA,1991,No carbon tax
TZA,1992,No carbon tax
TZA,1993,No carbon tax
TZA,1994,No carbon tax
TZA,1995,No carbon tax
TZA,1996,No carbon tax
TZA,1997,No carbon tax
TZA,1998,No carbon tax
TZA,1999,No carbon tax
TZA,2000,No carbon tax
TZA,2001,No carbon tax
TZA,2002,No carbon tax
TZA,2003,No carbon tax
TZA,2004,No carbon tax
TZA,2005,No carbon tax
TZA,2006,No carbon tax
TZA,2007,No carbon tax
TZA,2008,No carbon tax
TZA,2009,No carbon tax
TZA,2010,No carbon tax
TZA,2011,No carbon tax
TZA,2012,No carbon tax
TZA,2013,No carbon tax
TZA,2014,No carbon tax
TZA,2015,No carbon tax
TZA,2016,No carbon tax
TZA,2017,No carbon tax
TZA,2018,No carbon tax
TZA,2019,No carbon tax
TZA,2020,No carbon tax
TZA,2021,No carbon tax
TZA,2022,No carbon tax
THA,1989,No carbon tax
THA,1990,No carbon tax
THA,1991,No carbon tax
THA,1992,No carbon tax
THA,1993,No carbon tax
THA,1994,No carbon tax
THA,1995,No carbon tax
THA,1996,No carbon tax
THA,1997,No carbon tax
THA,1998,No carbon tax
THA,1999,No carbon tax
THA,2000,No carbon tax
THA,2001,No carbon tax
THA,2002,No carbon tax
THA,2003,No carbon tax
THA,2004,No carbon tax
THA,2005,No carbon tax
THA,2006,No carbon tax
THA,2007,No carbon tax
THA,2008,No carbon tax
THA,2009,No carbon tax
THA,2010,No carbon tax
THA,2011,No carbon tax
THA,2012,No carbon tax
THA,2013,No carbon tax
THA,2014,No carbon tax
THA,2015,No carbon tax
THA,2016,No carbon tax
THA,2017,No carbon tax
THA,2018,No carbon tax
THA,2019,No carbon tax
THA,2020,No carbon tax
THA,2021,No carbon tax
THA,2022,No carbon tax
TGO,1989,No carbon tax
TGO,1990,No carbon tax
TGO,1991,No carbon tax
TGO,1992,No carbon tax
TGO,1993,No carbon tax
TGO,1994,No carbon tax
TGO,1995,No carbon tax
TGO,1996,No carbon tax
TGO,1997,No carbon tax
TGO,1998,No carbon tax
TGO,1999,No carbon tax
TGO,2000,No carbon tax
TGO,2001,No carbon tax
TGO,2002,No carbon tax
TGO,2003,No carbon tax
TGO,2004,No carbon tax
TGO,2005,No carbon tax
TGO,2006,No carbon tax
TGO,2007,No carbon tax
TGO,2008,No carbon tax
TGO,2009,No carbon tax
TGO,2010,No carbon tax
TGO,2011,No carbon tax
TGO,2012,No carbon tax
TGO,2013,No carbon tax
TGO,2014,No carbon tax
TGO,2015,No carbon tax
TGO,2016,No carbon tax
TGO,2017,No carbon tax
TGO,2018,No carbon tax
TGO,2019,No carbon tax
TGO,2020,No carbon tax
TGO,2021,No carbon tax
TGO,2022,No carbon tax
TON,1989,No carbon tax
TON,1990,No carbon tax
TON,1991,No carbon tax
TON,1992,No carbon tax
TON,1993,No carbon tax
TON,1994,No carbon tax
TON,1995,No carbon tax
TON,1996,No carbon tax
TON,1997,No carbon tax
TON,1998,No carbon tax
TON,1999,No carbon tax
TON,2000,No carbon tax
TON,2001,No carbon tax
TON,2002,No carbon tax
TON,2003,No carbon tax
TON,2004,No carbon tax
TON,2005,No carbon tax
TON,2006,No carbon tax
TON,2007,No carbon tax
TON,2008,No carbon tax
TON,2009,No carbon tax
TON,2010,No carbon tax
TON,2011,No carbon tax
TON,2012,No carbon tax
TON,2013,No carbon tax
TON,2014,No carbon tax
TON,2015,No carbon tax
TON,2016,No carbon tax
TON,2017,No carbon tax
TON,2018,No carbon tax
TON,2019,No carbon tax
TON,2020,No carbon tax
TON,2021,No carbon tax
TON,2022,No carbon tax
TTO,1989,No carbon tax
TTO,1990,No carbon tax
TTO,1991,No carbon tax
TTO,1992,No carbon tax
TTO,1993,No carbon tax
TTO,1994,No carbon tax
TTO,1995,No carbon tax
TTO,1996,No carbon tax
TTO,1997,No carbon tax
TTO,1998,No carbon tax
TTO,1999,No carbon tax
TTO,2000,No carbon tax
TTO,2001,No carbon tax
TTO,2002,No carbon tax
TTO,2003,No carbon tax
TTO,2004,No carbon tax
TTO,2005,No carbon tax
TTO,2006,No carbon tax
TTO,2007,No carbon tax
TTO,2008,No carbon tax
TTO,2009,No carbon tax
TTO,2010,No carbon tax
TTO,2011,No carbon tax
TTO,2012,No carbon tax
TTO,2013,No carbon tax
TTO,2014,No carbon tax
TTO,2015,No carbon tax
TTO,2016,No carbon tax
TTO,2017,No carbon tax
TTO,2018,No carbon tax
TTO,2019,No carbon tax
TTO,2020,No carbon tax
TTO,2021,No carbon tax
TTO,2022,No carbon tax
TUN,1989,No carbon tax
TUN,1990,No carbon tax
TUN,1991,No carbon tax
TUN,1992,No carbon tax
TUN,1993,No carbon tax
TUN,1994,No carbon tax
TUN,1995,No carbon tax
TUN,1996,No carbon tax
TUN,1997,No carbon tax
TUN,1998,No carbon tax
TUN,1999,No carbon tax
TUN,2000,No carbon tax
TUN,2001,No carbon tax
TUN,2002,No carbon tax
TUN,2003,No carbon tax
TUN,2004,No carbon tax
TUN,2005,No carbon tax
TUN,2006,No carbon tax
TUN,2007,No carbon tax
TUN,2008,No carbon tax
TUN,2009,No carbon tax
TUN,2010,No carbon tax
TUN,2011,No carbon tax
TUN,2012,No carbon tax
TUN,2013,No carbon tax
TUN,2014,No carbon tax
TUN,2015,No carbon tax
TUN,2016,No carbon tax
TUN,2017,No carbon tax
TUN,2018,No carbon tax
TUN,2019,No carbon tax
TUN,2020,No carbon tax
TUN,2021,No carbon tax
TUN,2022,No carbon tax
TUR,1989,No carbon tax
TUR,1990,No carbon tax
TUR,1991,No carbon tax
TUR,1992,No carbon tax
TUR,1993,No carbon tax
TUR,1994,No carbon tax
TUR,1995,No carbon tax
TUR,1996,No carbon tax
TUR,1997,No carbon tax
TUR,1998,No carbon tax
TUR,1999,No carbon tax
TUR,2000,No carbon tax
TUR,2001,No carbon tax
TUR,2002,No carbon tax
TUR,2003,No carbon tax
TUR,2004,No carbon tax
TUR,2005,No carbon tax
TUR,2006,No carbon tax
TUR,2007,No carbon tax
TUR,2008,No carbon tax
TUR,2009,No carbon tax
TUR,2010,No carbon tax
TUR,2011,No carbon tax
TUR,2012,No carbon tax
TUR,2013,No carbon tax
TUR,2014,No carbon tax
TUR,2015,No carbon tax
TUR,2016,No carbon tax
TUR,2017,No carbon tax
TUR,2018,No carbon tax
TUR,2019,No carbon tax
TUR,2020,No carbon tax
TUR,2021,No carbon tax
TUR,2022,No carbon tax
TKM,1989,No carbon tax
TKM,1990,No carbon tax
TKM,1991,No carbon tax
TKM,1992,No carbon tax
TKM,1993,No carbon tax
TKM,1994,No carbon tax
TKM,1995,No carbon tax
TKM,1996,No carbon tax
TKM,1997,No carbon tax
TKM,1998,No carbon tax
TKM,1999,No carbon tax
TKM,2000,No carbon tax
TKM,2001,No carbon tax
TKM,2002,No carbon tax
TKM,2003,No carbon tax
TKM,2004,No carbon tax
TKM,2005,No carbon tax
TKM,2006,No carbon tax
TKM,2007,No carbon tax
TKM,2008,No carbon tax
TKM,2009,No carbon tax
TKM,2010,No carbon tax
TKM,2011,No carbon tax
TKM,2012,No carbon tax
TKM,2013,No carbon tax
TKM,2014,No carbon tax
TKM,2015,No carbon tax
TKM,2016,No carbon tax
TKM,2017,No carbon tax
TKM,2018,No carbon tax
TKM,2019,No carbon tax
TKM,2020,No carbon tax
TKM,2021,No carbon tax
TKM,2022,No carbon tax
TUV,1989,No carbon tax
TUV,1990,No carbon tax
TUV,1991,No carbon tax
TUV,1992,No carbon tax
TUV,1993,No carbon tax
TUV,1994,No carbon tax
TUV,1995,No carbon tax
TUV,1996,No carbon tax
TUV,1997,No carbon tax
TUV,1998,No carbon tax
TUV,1999,No carbon tax
TUV,2000,No carbon tax
TUV,2001,No carbon tax
TUV,2002,No carbon tax
TUV,2003,No carbon tax
TUV,2004,No carbon tax
TUV,2005,No carbon tax
TUV,2006,No carbon tax
TUV,2007,No carbon tax
TUV,2008,No carbon tax
TUV,2009,No carbon tax
TUV,2010,No carbon tax
TUV,2011,No carbon tax
TUV,2012,No carbon tax
TUV,2013,No carbon tax
TUV,2014,No carbon tax
TUV,2015,No carbon tax
TUV,2016,No carbon tax
TUV,2017,No carbon tax
TUV,2018,No carbon tax
TUV,2019,No carbon tax
TUV,2020,No carbon tax
TUV,2021,No carbon tax
TUV,2022,No carbon tax
UGA,1989,No carbon tax
UGA,1990,No carbon tax
UGA,1991,No carbon tax
UGA,1992,No carbon tax
UGA,1993,No carbon tax
UGA,1994,No carbon tax
UGA,1995,No carbon tax
UGA,1996,No carbon tax
UGA,1997,No carbon tax
UGA,1998,No carbon tax
UGA,1999,No carbon tax
UGA,2000,No carbon tax
UGA,2001,No carbon tax
UGA,2002,No carbon tax
UGA,2003,No carbon tax
UGA,2004,No carbon tax
UGA,2005,No carbon tax
UGA,2006,No carbon tax
UGA,2007,No carbon tax
UGA,2008,No carbon tax
UGA,2009,No carbon tax
UGA,2010,No carbon tax
UGA,2011,No carbon tax
UGA,2012,No carbon tax
UGA,2013,No carbon tax
UGA,2014,No carbon tax
UGA,2015,No carbon tax
UGA,2016,No carbon tax
UGA,2017,No carbon tax
UGA,2018,No carbon tax
UGA,2019,No carbon tax
UGA,2020,No carbon tax
UGA,2021,No carbon tax
UGA,2022,No carbon tax
UKR,1989,No carbon tax
UKR,1990,No carbon tax
UKR,1991,No carbon tax
UKR,1992,No carbon tax
UKR,1993,No carbon tax
UKR,1994,No carbon tax
UKR,1995,No carbon tax
UKR,1996,No carbon tax
UKR,1997,No carbon tax
UKR,1998,No carbon tax
UKR,1999,No carbon tax
UKR,2000,No carbon tax
UKR,2001,No carbon tax
UKR,2002,No carbon tax
UKR,2003,No carbon tax
UKR,2004,No carbon tax
UKR,2005,No carbon tax
UKR,2006,No carbon tax
UKR,2007,No carbon tax
UKR,2008,No carbon tax
UKR,2009,No carbon tax
UKR,2010,No carbon tax
UKR,2011,Has a carbon tax
UKR,2012,Has a carbon tax
UKR,2013,Has a carbon tax
UKR,2014,Has a carbon tax
UKR,2015,No carbon tax
UKR,2016,No carbon tax
UKR,2017,Has a carbon tax
UKR,2018,Has a carbon tax
UKR,2019,Has a carbon tax
UKR,2020,Has a carbon tax
UKR,2021,Has a carbon tax
UKR,2022,Has a carbon tax
ARE,1989,No carbon tax
ARE,1990,No carbon tax
ARE,1991,No carbon tax
ARE,1992,No carbon tax
ARE,1993,No carbon tax
ARE,1994,No carbon tax
ARE,1995,No carbon tax
ARE,1996,No carbon tax
ARE,1997,No carbon tax
ARE,1998,No carbon tax
ARE,1999,No carbon tax
ARE,2000,No carbon tax
ARE,2001,No carbon tax
ARE,2002,No carbon tax
ARE,2003,No carbon tax
ARE,2004,No carbon tax
ARE,2005,No carbon tax
ARE,2006,No carbon tax
ARE,2007,No carbon tax
ARE,2008,No carbon tax
ARE,2009,No carbon tax
ARE,2010,No carbon tax
ARE,2011,No carbon tax
ARE,2012,No carbon tax
ARE,2013,No carbon tax
ARE,2014,No carbon tax
ARE,2015,No carbon tax
ARE,2016,No carbon tax
ARE,2017,No carbon tax
ARE,2018,No carbon tax
ARE,2019,No carbon tax
ARE,2020,No carbon tax
ARE,2021,No carbon tax
ARE,2022,No carbon tax
GBR,1989,No carbon tax
GBR,1990,No carbon tax
GBR,1991,No carbon tax
GBR,1992,No carbon tax
GBR,1993,No carbon tax
GBR,1994,No carbon tax
GBR,1995,No carbon tax
GBR,1996,No carbon tax
GBR,1997,No carbon tax
GBR,1998,No carbon tax
GBR,1999,No carbon tax
GBR,2000,No carbon tax
GBR,2001,No carbon tax
GBR,2002,No carbon tax
GBR,2003,No carbon tax
GBR,2004,No carbon tax
GBR,2005,No carbon tax
GBR,2006,No carbon tax
GBR,2007,No carbon tax
GBR,2008,No carbon tax
GBR,2009,No carbon tax
GBR,2010,No carbon tax
GBR,2011,No carbon tax
GBR,2012,No carbon tax
GBR,2013,Has a carbon tax
GBR,2014,Has a carbon tax
GBR,2015,Has a carbon tax
GBR,2016,Has a carbon tax
GBR,2017,Has a carbon tax
GBR,2018,Has a carbon tax
GBR,2019,Has a carbon tax
GBR,2020,Has a carbon tax
GBR,2021,Has a carbon tax
GBR,2022,Has a carbon tax
USA,1989,No carbon tax
USA,1990,No carbon tax
USA,1991,No carbon tax
USA,1992,No carbon tax
USA,1993,No carbon tax
USA,1994,No carbon tax
USA,1995,No carbon tax
USA,1996,No carbon tax
USA,1997,No carbon tax
USA,1998,No carbon tax
USA,1999,No carbon tax
USA,2000,No carbon tax
USA,2001,No carbon tax
USA,2002,No carbon tax
USA,2003,No carbon tax
USA,2004,No carbon tax
USA,2005,No carbon tax
USA,2006,No carbon tax
USA,2007,No carbon tax
USA,2008,No carbon tax
USA,2009,No carbon tax
USA,2010,No carbon tax
USA,2011,No carbon tax
USA,2012,No carbon tax
USA,2013,No carbon tax
USA,2014,No carbon tax
USA,2015,No carbon tax
USA,2016,No carbon tax
USA,2017,No carbon tax
USA,2018,No carbon tax
USA,2019,No carbon tax
USA,2020,No carbon tax
USA,2021,No carbon tax
USA,2022,No carbon tax
URY,1989,No carbon tax
URY,1990,No carbon tax
URY,1991,No carbon tax
URY,1992,No carbon tax
URY,1993,No carbon tax
URY,1994,No carbon tax
URY,1995,No carbon tax
URY,1996,No carbon tax
URY,1997,No carbon tax
URY,1998,No carbon tax
URY,1999,No carbon tax
URY,2000,No carbon tax
URY,2001,No carbon tax
URY,2002,No carbon tax
URY,2003,No carbon tax
URY,2004,No carbon tax
URY,2005,No carbon tax
URY,2006,No carbon tax
URY,2007,No carbon tax
URY,2008,No carbon tax
URY,2009,No carbon tax
URY,2010,No carbon tax
URY,2011,No carbon tax
URY,2012,No carbon tax
URY,2013,No carbon tax
URY,2014,No carbon tax
URY,2015,No carbon tax
URY,2016,No carbon tax
URY,2017,No carbon tax
URY,2018,No carbon tax
URY,2019,No carbon tax
URY,2020,No carbon tax
URY,2021,No carbon tax
URY,2022,No carbon tax
UZB,1989,No carbon tax
UZB,1990,No carbon tax
UZB,1991,No carbon tax
UZB,1992,No carbon tax
UZB,1993,No carbon tax
UZB,1994,No carbon tax
UZB,1995,No carbon tax
UZB,1996,No carbon tax
UZB,1997,No carbon tax
UZB,1998,No carbon tax
UZB,1999,No carbon tax
UZB,2000,No carbon tax
UZB,2001,No carbon tax
UZB,2002,No carbon tax
UZB,2003,No carbon tax
UZB,2004,No carbon tax
UZB,2005,No carbon tax
UZB,2006,No carbon tax
UZB,2007,No carbon tax
UZB,2008,No carbon tax
UZB,2009,No carbon tax
UZB,2010,No carbon tax
UZB,2011,No carbon tax
UZB,2012,No carbon tax
UZB,2013,No carbon tax
UZB,2014,No carbon tax
UZB,2015,No carbon tax
UZB,2016,No carbon tax
UZB,2017,No carbon tax
UZB,2018,No carbon tax
UZB,2019,No carbon tax
UZB,2020,No carbon tax
UZB,2021,No carbon tax
UZB,2022,No carbon tax
VUT,1989,No carbon tax
VUT,1990,No carbon tax
VUT,1991,No carbon tax
VUT,1992,No carbon tax
VUT,1993,No carbon tax
VUT,1994,No carbon tax
VUT,1995,No carbon tax
VUT,1996,No carbon tax
VUT,1997,No carbon tax
VUT,1998,No carbon tax
VUT,1999,No carbon tax
VUT,2000,No carbon tax
VUT,2001,No carbon tax
VUT,2002,No carbon tax
VUT,2003,No carbon tax
VUT,2004,No carbon tax
VUT,2005,No carbon tax
VUT,2006,No carbon tax
VUT,2007,No carbon tax
VUT,2008,No carbon tax
VUT,2009,No carbon tax
VUT,2010,No carbon tax
VUT,2011,No carbon tax
VUT,2012,No carbon tax
VUT,2013,No carbon tax
VUT,2014,No carbon tax
VUT,2015,No carbon tax
VUT,2016,No carbon tax
VUT,2017,No carbon tax
VUT,2018,No carbon tax
VUT,2019,No carbon tax
VUT,2020,No carbon tax
VUT,2021,No carbon tax
VUT,2022,No carbon tax
VAT,1989,No carbon tax
VAT,1990,No carbon tax
VAT,1991,No carbon tax
VAT,1992,No carbon tax
VAT,1993,No carbon tax
VAT,1994,No carbon tax
VAT,1995,No carbon tax
VAT,1996,No carbon tax
VAT,1997,No carbon tax
VAT,1998,No carbon tax
VAT,1999,No carbon tax
VAT,2000,No carbon tax
VAT,2001,No carbon tax
VAT,2002,No carbon tax
VAT,2003,No carbon tax
VAT,2004,No carbon tax
VAT,2005,No carbon tax
VAT,2006,No carbon tax
VAT,2007,No carbon tax
VAT,2008,No carbon tax
VAT,2009,No carbon tax
VAT,2010,No carbon tax
VAT,2011,No carbon tax
VAT,2012,No carbon tax
VAT,2013,No carbon tax
VAT,2014,No carbon tax
VAT,2015,No carbon tax
VAT,2016,No carbon tax
VAT,2017,No carbon tax
VAT,2018,No carbon tax
VAT,2019,No carbon tax
VAT,2020,No carbon tax
VAT,2021,No carbon tax
VAT,2022,No carbon tax
VEN,1989,No carbon tax
VEN,1990,No carbon tax
VEN,1991,No carbon tax
VEN,1992,No carbon tax
VEN,1993,No carbon tax
VEN,1994,No carbon tax
VEN,1995,No carbon tax
VEN,1996,No carbon tax
VEN,1997,No carbon tax
VEN,1998,No carbon tax
VEN,1999,No carbon tax
VEN,2000,No carbon tax
VEN,2001,No carbon tax
VEN,2002,No carbon tax
VEN,2003,No carbon tax
VEN,2004,No carbon tax
VEN,2005,No carbon tax
VEN,2006,No carbon tax
VEN,2007,No carbon tax
VEN,2008,No carbon tax
VEN,2009,No carbon tax
VEN,2010,No carbon tax
VEN,2011,No carbon tax
VEN,2012,No carbon tax
VEN,2013,No carbon tax
VEN,2014,No carbon tax
VEN,2015,No carbon tax
VEN,2016,No carbon tax
VEN,2017,No carbon tax
VEN,2018,No carbon tax
VEN,2019,No carbon tax
VEN,2020,No carbon tax
VEN,2021,No carbon tax
VEN,2022,No carbon tax
VNM,1989,No carbon tax
VNM,1990,No carbon tax
VNM,1991,No carbon tax
VNM,1992,No carbon tax
VNM,1993,No carbon tax
VNM,1994,No carbon tax
VNM,1995,No carbon tax
VNM,1996,No carbon tax
VNM,1997,No carbon tax
VNM,1998,No carbon tax
VNM,1999,No carbon tax
VNM,2000,No carbon tax
VNM,2001,No carbon tax
VNM,2002,No carbon tax
VNM,2003,No carbon tax
VNM,2004,No carbon tax
VNM,2005,No carbon tax
VNM,2006,No carbon tax
VNM,2007,No carbon tax
VNM,2008,No carbon tax
VNM,2009,No carbon tax
VNM,2010,No carbon tax
VNM,2011,No carbon tax
VNM,2012,No carbon tax
VNM,2013,No carbon tax
VNM,2014,No carbon tax
VNM,2015,No carbon tax
VNM,2016,No carbon tax
VNM,2017,No carbon tax
VNM,2018,No carbon tax
VNM,2019,No carbon tax
VNM,2020,No carbon tax
VNM,2021,No carbon tax
VNM,2022,No carbon tax
ESH,1989,No carbon tax
ESH,1990,No carbon tax
ESH,1991,No carbon tax
ESH,1992,No carbon tax
ESH,1993,No carbon tax
ESH,1994,No carbon tax
ESH,1995,No carbon tax
ESH,1996,No carbon tax
ESH,1997,No carbon tax
ESH,1998,No carbon tax
ESH,1999,No carbon tax
ESH,2000,No carbon tax
ESH,2001,No carbon tax
ESH,2002,No carbon tax
ESH,2003,No carbon tax
ESH,2004,No carbon tax
ESH,2005,No carbon tax
ESH,2006,No carbon tax
ESH,2007,No carbon tax
ESH,2008,No carbon tax
ESH,2009,No carbon tax
ESH,2010,No carbon tax
ESH,2011,No carbon tax
ESH,2012,No carbon tax
ESH,2013,No carbon tax
ESH,2014,No carbon tax
ESH,2015,No carbon tax
ESH,2016,No carbon tax
ESH,2017,No carbon tax
ESH,2018,No carbon tax
ESH,2019,No carbon tax
ESH,2020,No carbon tax
ESH,2021,No carbon tax
ESH,2022,No carbon tax
YEM,1989,No carbon tax
YEM,1990,No carbon tax
YEM,1991,No carbon tax
YEM,1992,No carbon tax
YEM,1993,No carbon tax
YEM,1994,No carbon tax
YEM,1995,No carbon tax
YEM,1996,No carbon tax
YEM,1997,No carbon tax
YEM,1998,No carbon tax
YEM,1999,No carbon tax
YEM,2000,No carbon tax
YEM,2001,No carbon tax
YEM,2002,No carbon tax
YEM,2003,No carbon tax
YEM,2004,No carbon tax
YEM,2005,No carbon tax
YEM,2006,No carbon tax
YEM,2007,No carbon tax
YEM,2008,No carbon tax
YEM,2009,No carbon tax
YEM,2010,No carbon tax
YEM,2011,No carbon tax
YEM,2012,No carbon tax
YEM,2013,No carbon tax
YEM,2014,No carbon tax
YEM,2015,No carbon tax
YEM,2016,No carbon tax
YEM,2017,No carbon tax
YEM,2018,No carbon tax
YEM,2019,No carbon tax
YEM,2020,No carbon tax
YEM,2021,No carbon tax
YEM,2022,No carbon tax
ZMB,1989,No carbon tax
ZMB,1990,No carbon tax
ZMB,1991,No carbon tax
ZMB,1992,No carbon tax
ZMB,1993,No carbon tax
ZMB,1994,No carbon tax
ZMB,1995,No carbon tax
ZMB,1996,No carbon tax
ZMB,1997,No carbon tax
ZMB,1998,No carbon tax
ZMB,1999,No carbon tax
ZMB,2000,No carbon tax
ZMB,2001,No carbon tax
ZMB,2002,No carbon tax
ZMB,2003,No carbon tax
ZMB,2004,No carbon tax
ZMB,2005,No carbon tax
ZMB,2006,No carbon tax
ZMB,2007,No carbon tax
ZMB,2008,No carbon tax
ZMB,2009,No carbon tax
ZMB,2010,No carbon tax
ZMB,2011,No carbon tax
ZMB,2012,No carbon tax
ZMB,2013,No carbon tax
ZMB,2014,No carbon tax
ZMB,2015,No carbon tax
ZMB,2016,No carbon tax
ZMB,2017,No carbon tax
ZMB,2018,No carbon tax
ZMB,2019,No carbon tax
ZMB,2020,No carbon tax
ZMB,2021,No carbon tax
ZMB,2022,No carbon tax
ZWE,1989,No carbon tax
ZWE,1990,No carbon tax
ZWE,1991,No carbon tax
ZWE,1992,No carbon tax
ZWE,1993,No carbon tax
ZWE,1994,No carbon tax
ZWE,1995,No carbon tax
ZWE,1996,No carbon tax
ZWE,1997,No carbon tax
ZWE,1998,No carbon tax
ZWE,1999,No carbon tax
ZWE,2000,No carbon tax
ZWE,2001,No carbon tax
ZWE,2002,No carbon tax
ZWE,2003,No carbon tax
ZWE,2004,No carbon tax
ZWE,2005,No carbon tax
ZWE,2006,No carbon tax
ZWE,2007,No carbon tax
ZWE,2008,No carbon tax
ZWE,2009,No carbon tax
ZWE,2010,No carbon tax
ZWE,2011,No carbon tax
ZWE,2012,No carbon tax
ZWE,2013,No carbon tax
ZWE,2014,No carbon tax
ZWE,2015,No carbon tax
ZWE,2016,No carbon tax
ZWE,2017,No carbon tax
ZWE,2018,No carbon tax
ZWE,2019,No carbon tax
ZWE,2020,No carbon tax
ZWE,2021,No carbon tax
ZWE,2022,No carbon tax
